@relation wearable_data

@attribute ﻿Time {0:00:00,0:10:00,0:20:00,0:30:00,0:40:00,0:50:00,1:00:00,1:10:00,1:20:00,1:30:00,1:40:00,1:50:00,2:00:00,2:10:00,2:20:00,2:30:00,2:40:00,2:50:00,3:00:00,3:10:00,3:20:00,3:30:00,3:40:00,3:50:00,4:00:00,4:10:00,4:20:00,4:30:00,4:40:00,4:50:00,5:00:00,5:10:00,5:20:00,5:30:00,5:40:00,5:50:00,6:00:00,6:10:00,6:20:00,6:30:00,6:40:00,6:50:00,7:00:00,7:10:00,7:20:00,7:30:00,7:40:00,7:50:00,8:00:00,8:10:00,8:20:00,8:30:00,8:40:00,8:50:00,9:00:00,9:10:00,9:20:00,9:30:00,9:40:00,9:50:00,10:00:00,10:10:00,10:20:00,10:30:00,10:40:00,10:50:00,11:00:00,11:10:00,11:20:00,11:30:00,11:40:00,11:50:00,12:00:00,12:10:00,12:20:00,12:30:00,12:40:00,12:50:00,13:00:00,13:10:00,13:20:00,13:30:00,13:40:00,13:50:00,14:00:00,14:10:00,14:20:00,14:30:00,14:40:00,14:50:00,15:00:00,15:10:00,15:20:00,15:30:00,15:40:00,15:50:00,16:00:00,16:10:00,16:20:00,16:30:00,16:40:00,16:50:00,17:00:00,17:10:00,17:20:00,17:30:00,17:40:00,17:50:00,18:00:00,18:10:00,18:20:00,18:30:00,18:40:00,18:50:00,19:00:00,19:10:00,19:20:00,19:30:00,19:40:00,19:50:00,20:00:00,20:10:00,20:20:00,20:30:00,20:40:00,20:50:00,21:00:00,21:10:00,21:20:00,21:30:00,21:40:00,21:50:00,22:00:00,22:10:00,22:20:00,22:30:00,22:40:00,22:50:00,23:00:00,23:10:00,23:20:00,23:30:00,23:40:00,23:50:00}
@attribute HeartRate numeric
@attribute SpO2 numeric

@data
10:50:00,178,93
11:00:00,135,97
11:10:00,114,95
11:20:00,167,99
11:30:00,137,88
11:40:00,148,96
11:50:00,113,87
12:00:00,127,89
12:10:00,131,100
12:20:00,145,97
12:30:00,162,89
12:40:00,150,99
12:50:00,144,92
13:00:00,133,97
13:10:00,165,91
13:20:00,179,96
13:30:00,146,99
13:40:00,111,95
13:50:00,175,99
14:00:00,131,96
14:10:00,121,96
14:20:00,110,89
14:30:00,93,98
14:40:00,138,88
14:50:00,171,92
15:00:00,130,91
15:10:00,89,87
15:20:00,176,96
15:30:00,144,87
15:40:00,116,91
15:50:00,119,88
16:00:00,147,95
16:10:00,97,86
16:20:00,133,99
16:30:00,82,89
16:40:00,178,85
16:50:00,158,100
17:00:00,135,96
17:10:00,80,93
17:20:00,91,100
17:30:00,153,92
17:40:00,145,86
17:50:00,94,92
18:00:00,114,86
18:10:00,177,100
18:20:00,113,97
18:30:00,139,88
18:40:00,81,99
18:50:00,150,100
19:00:00,165,99
19:10:00,138,95
19:20:00,157,93
19:30:00,168,93
19:40:00,143,90
19:50:00,92,100
20:00:00,132,85
20:10:00,154,99
20:20:00,99,92
20:30:00,139,98
20:40:00,91,87
20:50:00,105,93
21:00:00,177,92
21:10:00,101,92
21:20:00,169,99
21:30:00,120,98
21:40:00,97,91
21:50:00,119,86
22:00:00,116,85
22:10:00,133,86
22:20:00,100,92
22:30:00,122,95
22:40:00,92,100
22:50:00,108,90
23:00:00,132,93
23:10:00,148,86
23:20:00,129,87
23:30:00,146,95
23:40:00,156,94
23:50:00,131,92
0:00:00,177,98
0:10:00,161,95
0:20:00,123,97
0:30:00,140,99
0:40:00,157,89
0:50:00,135,96
1:00:00,146,86
1:10:00,100,93
1:20:00,127,87
1:30:00,128,87
1:40:00,159,93
1:50:00,142,99
2:00:00,152,85
2:10:00,114,96
2:20:00,163,86
2:30:00,167,85
2:40:00,106,96
2:50:00,88,93
3:00:00,92,96
3:10:00,144,85
3:20:00,115,98
3:30:00,86,99
3:40:00,153,90
3:50:00,130,100
4:00:00,95,97
4:10:00,176,98
4:20:00,151,90
4:30:00,92,89
4:40:00,99,90
4:50:00,102,87
5:00:00,147,97
5:10:00,128,93
5:20:00,124,97
5:30:00,143,100
5:40:00,134,97
5:50:00,169,88
6:00:00,162,86
6:10:00,155,99
6:20:00,94,86
6:30:00,107,88
6:40:00,175,89
6:50:00,90,97
7:00:00,138,91
7:10:00,135,94
7:20:00,125,91
7:30:00,90,94
7:40:00,124,87
7:50:00,111,96
8:00:00,116,93
8:10:00,106,93
8:20:00,147,94
8:30:00,135,89
8:40:00,155,96
8:50:00,173,88
9:00:00,176,91
9:10:00,86,95
9:20:00,155,87
9:30:00,83,99
9:40:00,124,90
9:50:00,143,94
10:00:00,94,100
10:10:00,173,98
10:20:00,94,95
10:30:00,176,92
10:40:00,140,96
10:50:00,163,95
11:00:00,169,86
11:10:00,155,96
11:20:00,127,95
11:30:00,148,85
11:40:00,85,99
11:50:00,138,94
12:00:00,95,88
12:10:00,151,99
12:20:00,105,100
12:30:00,177,86
12:40:00,102,99
12:50:00,101,90
13:00:00,139,99
13:10:00,115,95
13:20:00,129,98
13:30:00,134,86
13:40:00,137,85
13:50:00,98,96
14:00:00,80,89
14:10:00,104,85
14:20:00,137,93
14:30:00,132,93
14:40:00,97,99
14:50:00,156,91
15:00:00,93,98
15:10:00,161,85
15:20:00,149,99
15:30:00,114,90
15:40:00,120,86
15:50:00,151,92
16:00:00,122,88
16:10:00,145,90
16:20:00,126,87
16:30:00,148,92
16:40:00,91,97
16:50:00,84,88
17:00:00,173,97
17:10:00,101,99
17:20:00,147,85
17:30:00,106,85
17:40:00,99,95
17:50:00,178,90
18:00:00,82,98
18:10:00,146,94
18:20:00,134,91
18:30:00,158,89
18:40:00,147,88
18:50:00,94,93
19:00:00,112,86
19:10:00,127,90
19:20:00,138,90
19:30:00,126,91
19:40:00,130,88
19:50:00,118,87
20:00:00,97,87
20:10:00,82,85
20:20:00,166,94
20:30:00,139,92
20:40:00,138,88
20:50:00,167,97
21:00:00,148,93
21:10:00,138,99
21:20:00,131,90
21:30:00,139,99
21:40:00,139,94
21:50:00,174,93
22:00:00,104,95
22:10:00,85,85
22:20:00,155,94
22:30:00,132,97
22:40:00,147,85
22:50:00,166,96
23:00:00,107,90
23:10:00,141,91
23:20:00,96,88
23:30:00,115,99
23:40:00,83,89
23:50:00,107,89
0:00:00,149,98
0:10:00,115,88
0:20:00,102,90
0:30:00,155,92
0:40:00,163,95
0:50:00,119,92
1:00:00,154,87
1:10:00,107,93
1:20:00,148,96
1:30:00,96,92
1:40:00,156,87
1:50:00,115,87
2:00:00,163,97
2:10:00,94,94
2:20:00,105,99
2:30:00,92,89
2:40:00,103,99
2:50:00,163,94
3:00:00,175,86
3:10:00,110,87
3:20:00,174,95
3:30:00,92,99
3:40:00,120,93
3:50:00,112,89
4:00:00,163,95
4:10:00,126,86
4:20:00,90,97
4:30:00,166,98
4:40:00,108,99
4:50:00,106,90
5:00:00,127,92
5:10:00,97,87
5:20:00,129,89
5:30:00,160,94
5:40:00,162,99
5:50:00,153,92
6:00:00,116,92
6:10:00,113,86
6:20:00,143,86
6:30:00,164,99
6:40:00,149,89
6:50:00,172,97
7:00:00,132,96
7:10:00,94,99
7:20:00,120,91
7:30:00,132,98
7:40:00,132,90
7:50:00,174,92
8:00:00,168,90
8:10:00,180,97
8:20:00,118,85
8:30:00,134,97
8:40:00,166,87
8:50:00,173,95
9:00:00,89,100
9:10:00,128,99
9:20:00,98,89
9:30:00,110,98
9:40:00,126,87
9:50:00,137,99
10:00:00,113,100
10:10:00,125,97
10:20:00,99,90
10:30:00,102,90
10:40:00,115,89
10:50:00,157,94
11:00:00,106,100
11:10:00,146,97
11:20:00,156,94
11:30:00,166,94
11:40:00,106,87
11:50:00,115,98
12:00:00,154,87
12:10:00,169,100
12:20:00,82,87
12:30:00,148,94
12:40:00,146,92
12:50:00,95,91
13:00:00,94,88
13:10:00,133,92
13:20:00,138,90
13:30:00,135,85
13:40:00,120,96
13:50:00,158,98
14:00:00,153,95
14:10:00,124,94
14:20:00,141,99
14:30:00,147,89
14:40:00,167,100
14:50:00,139,99
15:00:00,115,95
15:10:00,162,88
15:20:00,145,100
15:30:00,81,91
15:40:00,163,91
15:50:00,132,92
16:00:00,84,91
16:10:00,91,86
16:20:00,176,98
16:30:00,116,95
16:40:00,130,94
16:50:00,163,89
17:00:00,100,100
17:10:00,118,94
17:20:00,140,92
17:30:00,107,87
17:40:00,107,92
17:50:00,124,97
18:00:00,112,97
18:10:00,157,95
18:20:00,88,89
18:30:00,136,85
18:40:00,150,85
18:50:00,159,85
19:00:00,172,92
19:10:00,105,97
19:20:00,164,94
19:30:00,172,88
19:40:00,156,92
19:50:00,97,93
20:00:00,161,93
20:10:00,141,90
20:20:00,102,99
20:30:00,87,86
20:40:00,136,90
20:50:00,167,94
21:00:00,179,91
21:10:00,105,85
21:20:00,84,93
21:30:00,106,89
21:40:00,157,93
21:50:00,97,93
22:00:00,160,100
22:10:00,170,97
22:20:00,88,93
22:30:00,85,94
22:40:00,180,97
22:50:00,155,95
23:00:00,111,92
23:10:00,106,85
23:20:00,82,100
23:30:00,109,89
23:40:00,108,100
23:50:00,113,97
0:00:00,154,90
0:10:00,123,97
0:20:00,158,86
0:30:00,127,96
0:40:00,164,100
0:50:00,172,95
1:00:00,97,88
1:10:00,89,95
1:20:00,176,92
1:30:00,111,86
1:40:00,180,91
1:50:00,97,86
2:00:00,117,88
2:10:00,155,99
2:20:00,129,94
2:30:00,125,89
2:40:00,176,92
2:50:00,82,88
3:00:00,90,87
3:10:00,127,94
3:20:00,155,90
3:30:00,111,91
3:40:00,123,89
3:50:00,93,90
4:00:00,106,88
4:10:00,115,93
4:20:00,156,87
4:30:00,143,91
4:40:00,90,97
4:50:00,159,89
5:00:00,135,95
5:10:00,113,96
5:20:00,154,95
5:30:00,154,86
5:40:00,174,100
5:50:00,152,86
6:00:00,118,95
6:10:00,158,94
6:20:00,113,94
6:30:00,124,89
6:40:00,139,99
6:50:00,152,91
7:00:00,164,91
7:10:00,160,92
7:20:00,160,85
7:30:00,111,93
7:40:00,94,85
7:50:00,142,90
8:00:00,133,85
8:10:00,84,100
8:20:00,165,96
8:30:00,133,85
8:40:00,162,86
8:50:00,97,90
9:00:00,130,95
9:10:00,128,88
9:20:00,125,86
9:30:00,180,99
9:40:00,140,87
9:50:00,176,92
10:00:00,139,90
10:10:00,117,98
10:20:00,96,86
10:30:00,114,86
10:40:00,119,90
10:50:00,137,96
11:00:00,166,92
11:10:00,95,88
11:20:00,94,94
11:30:00,110,96
11:40:00,148,95
11:50:00,92,94
12:00:00,118,94
12:10:00,105,92
12:20:00,114,93
12:30:00,113,86
12:40:00,152,88
12:50:00,164,100
13:00:00,90,93
13:10:00,179,91
13:20:00,97,96
13:30:00,162,93
13:40:00,177,97
13:50:00,176,90
14:00:00,94,85
14:10:00,114,88
14:20:00,125,97
14:30:00,115,91
14:40:00,177,95
14:50:00,149,87
15:00:00,120,97
15:10:00,131,95
15:20:00,172,95
15:30:00,121,96
15:40:00,112,85
15:50:00,142,87
16:00:00,131,88
16:10:00,111,94
16:20:00,141,99
16:30:00,99,87
16:40:00,130,88
16:50:00,148,95
17:00:00,80,88
17:10:00,143,93
17:20:00,91,89
17:30:00,84,91
17:40:00,173,93
17:50:00,91,100
18:00:00,136,89
18:10:00,97,96
18:20:00,103,88
18:30:00,93,98
18:40:00,121,98
18:50:00,117,89
19:00:00,107,95
19:10:00,155,94
19:20:00,139,97
19:30:00,150,93
19:40:00,101,91
19:50:00,170,87
20:00:00,106,93
20:10:00,140,89
20:20:00,115,89
20:30:00,138,95
20:40:00,135,93
20:50:00,164,85
21:00:00,84,89
21:10:00,94,97
21:20:00,176,98
21:30:00,101,92
21:40:00,124,90
21:50:00,127,91
22:00:00,115,89
22:10:00,82,90
22:20:00,87,94
22:30:00,115,88
22:40:00,110,92
22:50:00,82,95
23:00:00,122,99
23:10:00,151,97
23:20:00,104,93
23:30:00,135,92
23:40:00,142,98
23:50:00,97,87
0:00:00,88,99
0:10:00,174,88
0:20:00,119,87
0:30:00,122,90
0:40:00,170,90
0:50:00,123,99
1:00:00,153,90
1:10:00,159,93
1:20:00,177,97
1:30:00,114,96
1:40:00,82,95
1:50:00,121,98
2:00:00,116,87
2:10:00,180,90
2:20:00,145,91
2:30:00,172,90
2:40:00,105,91
2:50:00,157,95
3:00:00,137,89
3:10:00,140,94
3:20:00,123,94
3:30:00,130,97
3:40:00,124,94
3:50:00,121,89
4:00:00,172,90
4:10:00,142,99
4:20:00,87,90
4:30:00,166,97
4:40:00,117,96
4:50:00,143,90
5:00:00,129,97
5:10:00,89,89
5:20:00,157,87
5:30:00,99,88
5:40:00,107,100
5:50:00,81,99
6:00:00,83,89
6:10:00,95,91
6:20:00,87,97
6:30:00,89,97
6:40:00,112,85
6:50:00,106,86
7:00:00,136,85
7:10:00,153,96
7:20:00,148,88
7:30:00,135,98
7:40:00,127,94
7:50:00,163,87
8:00:00,144,90
8:10:00,112,87
8:20:00,137,86
8:30:00,144,97
8:40:00,83,99
8:50:00,126,93
9:00:00,134,96
9:10:00,85,92
9:20:00,90,90
9:30:00,104,90
9:40:00,146,94
9:50:00,140,92
10:00:00,125,88
10:10:00,152,87
10:20:00,135,95
10:30:00,91,88
10:40:00,171,92
10:50:00,170,85
11:00:00,154,91
11:10:00,128,88
11:20:00,136,98
11:30:00,167,92
11:40:00,125,87
11:50:00,106,91
12:00:00,116,96
12:10:00,140,99
12:20:00,106,98
12:30:00,159,100
12:40:00,84,99
12:50:00,172,93
13:00:00,166,91
13:10:00,150,87
13:20:00,160,100
13:30:00,155,89
13:40:00,107,88
13:50:00,124,96
14:00:00,113,95
14:10:00,97,98
14:20:00,84,90
14:30:00,98,92
14:40:00,99,89
14:50:00,121,89
15:00:00,117,92
15:10:00,123,95
15:20:00,127,88
15:30:00,174,96
15:40:00,162,98
15:50:00,138,90
16:00:00,116,97
16:10:00,158,96
16:20:00,156,94
16:30:00,111,100
16:40:00,168,89
16:50:00,179,99
17:00:00,84,93
17:10:00,149,94
17:20:00,177,87
17:30:00,117,92
17:40:00,176,95
17:50:00,136,100
18:00:00,81,99
18:10:00,149,93
18:20:00,131,88
18:30:00,121,91
18:40:00,98,86
18:50:00,121,96
19:00:00,113,95
19:10:00,112,99
19:20:00,97,94
19:30:00,98,94
19:40:00,145,100
19:50:00,108,85
20:00:00,167,86
20:10:00,165,94
20:20:00,154,87
20:30:00,124,89
20:40:00,135,89
20:50:00,93,97
21:00:00,174,91
21:10:00,121,90
21:20:00,173,100
21:30:00,178,94
21:40:00,129,100
21:50:00,143,97
22:00:00,146,94
22:10:00,130,86
22:20:00,82,96
22:30:00,148,91
22:40:00,155,91
22:50:00,162,93
23:00:00,111,99
23:10:00,113,96
23:20:00,145,100
23:30:00,175,86
23:40:00,173,85
23:50:00,133,100
0:00:00,161,98
0:10:00,87,90
0:20:00,120,99
0:30:00,97,97
0:40:00,99,92
0:50:00,125,96
1:00:00,171,99
1:10:00,114,99
1:20:00,142,91
1:30:00,158,90
1:40:00,87,90
1:50:00,167,91
2:00:00,92,91
2:10:00,118,95
2:20:00,81,87
2:30:00,174,88
2:40:00,91,89
2:50:00,81,91
3:00:00,159,92
3:10:00,164,85
3:20:00,81,92
3:30:00,117,85
3:40:00,146,97
3:50:00,146,100
4:00:00,117,91
4:10:00,107,94
4:20:00,155,92
4:30:00,135,91
4:40:00,137,94
4:50:00,107,89
5:00:00,173,86
5:10:00,176,90
5:20:00,104,90
5:30:00,153,98
5:40:00,173,86
5:50:00,102,88
6:00:00,89,87
6:10:00,141,90
6:20:00,116,100
6:30:00,101,97
6:40:00,180,87
6:50:00,162,88
7:00:00,131,87
7:10:00,136,96
7:20:00,150,95
7:30:00,136,88
7:40:00,140,96
7:50:00,124,97
8:00:00,153,89
8:10:00,81,97
8:20:00,90,86
8:30:00,101,90
8:40:00,109,94
8:50:00,94,99
9:00:00,103,98
9:10:00,99,85
9:20:00,177,86
9:30:00,145,95
9:40:00,128,92
9:50:00,86,88
10:00:00,104,91
10:10:00,165,95
10:20:00,178,90
10:30:00,113,93
10:40:00,177,89
10:50:00,134,96
11:00:00,94,92
11:10:00,141,85
11:20:00,87,92
11:30:00,145,90
11:40:00,125,88
11:50:00,155,94
12:00:00,165,88
12:10:00,87,97
12:20:00,169,98
12:30:00,159,99
12:40:00,118,91
12:50:00,127,93
13:00:00,161,85
13:10:00,132,88
13:20:00,111,92
13:30:00,154,95
13:40:00,170,87
13:50:00,104,89
14:00:00,98,99
14:10:00,126,89
14:20:00,88,91
14:30:00,140,87
14:40:00,137,89
14:50:00,180,93
15:00:00,80,96
15:10:00,127,100
15:20:00,128,96
15:30:00,94,89
15:40:00,131,98
15:50:00,130,89
16:00:00,118,97
16:10:00,142,96
16:20:00,129,96
16:30:00,119,97
16:40:00,152,89
16:50:00,179,96
17:00:00,139,99
17:10:00,153,98
17:20:00,162,89
17:30:00,112,91
17:40:00,157,95
17:50:00,96,97
18:00:00,107,90
18:10:00,122,90
18:20:00,110,92
18:30:00,149,99
18:40:00,162,95
18:50:00,154,86
19:00:00,91,96
19:10:00,135,98
19:20:00,113,99
19:30:00,105,99
19:40:00,123,95
19:50:00,100,99
20:00:00,87,89
20:10:00,89,96
20:20:00,142,96
20:30:00,164,85
20:40:00,158,87
20:50:00,160,95
21:00:00,89,97
21:10:00,107,87
21:20:00,136,98
21:30:00,165,88
21:40:00,114,98
21:50:00,180,93
22:00:00,180,87
22:10:00,91,92
22:20:00,179,86
22:30:00,166,95
22:40:00,137,92
22:50:00,173,88
23:00:00,90,94
23:10:00,150,88
23:20:00,82,98
23:30:00,128,88
23:40:00,128,94
23:50:00,141,91
0:00:00,84,100
0:10:00,173,96
0:20:00,159,85
0:30:00,126,98
0:40:00,178,97
0:50:00,104,85
1:00:00,168,95
1:10:00,85,92
1:20:00,130,94
1:30:00,99,91
1:40:00,136,97
1:50:00,157,90
2:00:00,89,98
2:10:00,174,87
2:20:00,166,85
2:30:00,132,97
2:40:00,133,90
2:50:00,86,99
3:00:00,98,96
3:10:00,92,91
3:20:00,90,95
3:30:00,153,95
3:40:00,89,86
3:50:00,133,92
4:00:00,86,100
4:10:00,143,98
4:20:00,136,88
4:30:00,172,88
4:40:00,85,92
4:50:00,128,90
5:00:00,109,94
5:10:00,105,97
5:20:00,111,96
5:30:00,93,95
5:40:00,170,89
5:50:00,110,91
6:00:00,127,91
6:10:00,122,95
6:20:00,179,87
6:30:00,121,89
6:40:00,146,98
6:50:00,85,89
7:00:00,163,91
7:10:00,105,86
7:20:00,103,85
7:30:00,126,92
7:40:00,139,88
7:50:00,132,85
8:00:00,105,87
8:10:00,143,93
8:20:00,168,94
8:30:00,80,100
8:40:00,107,94
8:50:00,102,99
9:00:00,137,94
9:10:00,178,99
9:20:00,111,91
9:30:00,117,87
9:40:00,133,94
9:50:00,152,88
10:00:00,103,87
10:10:00,97,93
10:20:00,130,89
10:30:00,178,96
10:40:00,83,100
10:50:00,164,96
11:00:00,93,94
11:10:00,179,98
11:20:00,97,85
11:30:00,145,88
11:40:00,96,91
11:50:00,106,90
12:00:00,115,87
12:10:00,149,87
12:20:00,161,87
12:30:00,88,87
12:40:00,140,100
12:50:00,107,86
13:00:00,114,97
13:10:00,163,94
13:20:00,153,98
13:30:00,180,87
13:40:00,160,93
13:50:00,170,90
14:00:00,147,88
14:10:00,134,89
14:20:00,176,96
14:30:00,148,91
14:40:00,121,89
14:50:00,164,93
15:00:00,161,94
15:10:00,139,86
15:20:00,128,100
15:30:00,142,90
15:40:00,121,98
15:50:00,105,93
16:00:00,93,91
16:10:00,115,88
16:20:00,180,88
16:30:00,99,92
16:40:00,152,89
16:50:00,148,90
17:00:00,168,90
17:10:00,167,89
17:20:00,162,90
17:30:00,146,91
17:40:00,152,85
17:50:00,106,88
18:00:00,123,92
18:10:00,177,87
18:20:00,106,86
18:30:00,107,87
18:40:00,127,85
18:50:00,153,90
19:00:00,148,97
19:10:00,130,90
19:20:00,129,100
19:30:00,150,86
19:40:00,125,88
19:50:00,96,91
20:00:00,176,97
20:10:00,91,100
20:20:00,153,92
20:30:00,116,94
20:40:00,97,95
20:50:00,157,92
21:00:00,154,89
21:10:00,133,85
21:20:00,84,87
21:30:00,84,90
21:40:00,83,94
21:50:00,111,97
22:00:00,114,99
22:10:00,122,87
22:20:00,129,87
22:30:00,175,86
22:40:00,118,90
22:50:00,127,95
23:00:00,81,90
23:10:00,88,89
23:20:00,153,97
23:30:00,121,100
23:40:00,122,86
23:50:00,113,99
0:00:00,151,92
0:10:00,95,94
0:20:00,149,86
0:30:00,107,86
0:40:00,165,89
0:50:00,85,92
1:00:00,96,97
1:10:00,105,91
1:20:00,119,85
1:30:00,151,100
1:40:00,165,86
1:50:00,135,87
2:00:00,122,93
2:10:00,123,90
2:20:00,159,89
2:30:00,83,89
2:40:00,82,96
2:50:00,90,85
3:00:00,177,87
3:10:00,86,91
3:20:00,106,95
3:30:00,145,87
3:40:00,118,93
3:50:00,88,95
4:00:00,175,99
4:10:00,119,95
4:20:00,90,100
4:30:00,100,90
4:40:00,118,89
4:50:00,146,87
5:00:00,125,95
5:10:00,105,93
5:20:00,150,89
5:30:00,158,93
5:40:00,143,100
5:50:00,114,91
6:00:00,136,85
6:10:00,122,85
6:20:00,130,99
6:30:00,82,94
6:40:00,146,87
6:50:00,110,85
7:00:00,112,98
7:10:00,110,90
7:20:00,174,95
7:30:00,80,86
7:40:00,114,100
7:50:00,98,87
8:00:00,150,86
8:10:00,150,97
8:20:00,120,92
8:30:00,90,97
8:40:00,177,99
8:50:00,89,87
9:00:00,103,100
9:10:00,152,95
9:20:00,133,89
9:30:00,178,91
9:40:00,168,91
9:50:00,114,89
10:00:00,119,85
10:10:00,161,86
10:20:00,151,96
10:30:00,145,95
10:40:00,158,93
10:50:00,131,85
11:00:00,96,97
11:10:00,180,98
11:20:00,118,91
11:30:00,146,91
11:40:00,97,87
11:50:00,83,90
12:00:00,136,94
12:10:00,126,92
12:20:00,174,88
12:30:00,113,87
12:40:00,177,92
12:50:00,84,94
13:00:00,133,93
13:10:00,107,87
13:20:00,158,93
13:30:00,128,96
13:40:00,157,87
13:50:00,170,86
14:00:00,144,95
14:10:00,156,96
14:20:00,84,93
14:30:00,162,91
14:40:00,176,87
14:50:00,180,87
15:00:00,139,92
15:10:00,172,89
15:20:00,168,99
15:30:00,106,93
15:40:00,170,99
15:50:00,133,91
16:00:00,94,95
16:10:00,118,95
16:20:00,81,90
16:30:00,113,90
16:40:00,154,96
16:50:00,114,96
17:00:00,87,97
17:10:00,105,100
17:20:00,98,94
17:30:00,125,93
17:40:00,111,100
17:50:00,94,97
18:00:00,179,93
18:10:00,154,94
18:20:00,127,98
18:30:00,138,92
18:40:00,86,88
18:50:00,147,85
19:00:00,173,91
19:10:00,140,97
19:20:00,146,98
19:30:00,114,88
19:40:00,144,97
19:50:00,141,96
20:00:00,164,95
20:10:00,135,99
20:20:00,87,91
20:30:00,142,100
20:40:00,121,98
20:50:00,170,96
21:00:00,95,89
21:10:00,175,91
21:20:00,163,92
21:30:00,129,87
21:40:00,150,87
21:50:00,177,87
22:00:00,159,97
22:10:00,120,94
22:20:00,155,93
22:30:00,119,95
22:40:00,148,91
22:50:00,115,98
23:00:00,143,95
23:10:00,146,92
23:20:00,168,90
23:30:00,87,95
23:40:00,139,85
23:50:00,169,93
0:00:00,138,86
0:10:00,109,96
0:20:00,115,88
0:30:00,164,85
0:40:00,103,96
0:50:00,159,92
1:00:00,158,90
1:10:00,156,90
1:20:00,80,89
1:30:00,131,97
1:40:00,147,88
1:50:00,98,89
2:00:00,155,90
2:10:00,179,89
2:20:00,162,86
2:30:00,110,94
2:40:00,90,91
2:50:00,119,97
3:00:00,159,88
3:10:00,109,90
3:20:00,102,99
3:30:00,133,97
3:40:00,83,90
3:50:00,90,99
4:00:00,100,93
4:10:00,170,99
4:20:00,127,100
4:30:00,170,96
4:40:00,112,98
4:50:00,110,92
5:00:00,180,99
5:10:00,151,100
5:20:00,137,86
5:30:00,147,89
5:40:00,112,100
5:50:00,115,86
6:00:00,169,98
6:10:00,160,98
6:20:00,175,85
6:30:00,151,95
6:40:00,174,85
6:50:00,137,94
7:00:00,168,98
7:10:00,111,89
7:20:00,104,93
7:30:00,127,100
7:40:00,91,87
7:50:00,124,88
8:00:00,177,88
8:10:00,84,98
8:20:00,114,100
8:30:00,158,99
8:40:00,122,98
8:50:00,134,96
9:00:00,95,89
9:10:00,124,100
9:20:00,151,93
9:30:00,132,87
9:40:00,83,99
9:50:00,132,94
10:00:00,117,86
10:10:00,98,90
10:20:00,137,95
10:30:00,157,88
10:40:00,121,89
10:50:00,99,97
11:00:00,158,89
11:10:00,106,97
11:20:00,148,95
11:30:00,104,93
11:40:00,138,93
11:50:00,155,100
12:00:00,106,88
12:10:00,90,95
12:20:00,113,94
12:30:00,131,96
12:40:00,106,92
12:50:00,105,95
13:00:00,168,98
13:10:00,94,96
13:20:00,172,100
13:30:00,104,87
13:40:00,145,85
13:50:00,110,85
14:00:00,118,99
14:10:00,180,95
14:20:00,137,93
14:30:00,121,99
14:40:00,152,90
14:50:00,162,89
15:00:00,143,93
15:10:00,95,99
15:20:00,131,86
15:30:00,95,98
15:40:00,152,93
15:50:00,153,94
16:00:00,83,89
16:10:00,149,94
16:20:00,156,97
16:30:00,177,87
16:40:00,118,100
16:50:00,92,90
17:00:00,161,88
17:10:00,84,86
17:20:00,85,87
17:30:00,80,97
17:40:00,118,98
17:50:00,172,89
18:00:00,109,91
18:10:00,142,88
18:20:00,131,93
18:30:00,140,96
18:40:00,82,98
18:50:00,132,91
19:00:00,136,96
19:10:00,80,99
19:20:00,134,96
19:30:00,108,87
19:40:00,118,99
19:50:00,175,96
20:00:00,116,88
20:10:00,118,86
20:20:00,112,98
20:30:00,159,99
20:40:00,146,98
20:50:00,165,87
21:00:00,168,92
21:10:00,118,86
21:20:00,92,86
21:30:00,81,90
21:40:00,81,86
21:50:00,155,99
22:00:00,147,94
22:10:00,95,93
22:20:00,174,95
22:30:00,178,85
22:40:00,157,85
22:50:00,164,91
23:00:00,120,99
23:10:00,166,86
23:20:00,127,95
23:30:00,119,85
23:40:00,135,95
23:50:00,106,94
0:00:00,99,85
0:10:00,102,88
0:20:00,156,87
0:30:00,112,88
0:40:00,121,98
0:50:00,164,89
1:00:00,152,92
1:10:00,113,99
1:20:00,180,87
1:30:00,148,97
1:40:00,135,98
1:50:00,166,96
2:00:00,101,91
2:10:00,107,85
2:20:00,108,100
2:30:00,126,93
2:40:00,112,89
2:50:00,137,87
3:00:00,114,93
3:10:00,149,86
3:20:00,171,99
3:30:00,100,89
3:40:00,132,96
3:50:00,143,92
4:00:00,108,89
4:10:00,84,97
4:20:00,120,100
4:30:00,163,95
4:40:00,82,93
4:50:00,155,91
5:00:00,108,97
5:10:00,148,95
5:20:00,175,96
5:30:00,159,87
5:40:00,163,85
5:50:00,119,90
6:00:00,165,92
6:10:00,102,90
6:20:00,145,92
6:30:00,170,99
6:40:00,107,91
6:50:00,103,91
7:00:00,159,96
7:10:00,123,85
7:20:00,98,88
7:30:00,101,90
7:40:00,124,92
7:50:00,148,97
8:00:00,95,90
8:10:00,84,90
8:20:00,103,88
8:30:00,175,99
8:40:00,129,88
8:50:00,171,90
9:00:00,93,92
9:10:00,167,94
9:20:00,140,99
9:30:00,150,92
9:40:00,90,92
9:50:00,84,100
10:00:00,119,98
10:10:00,172,92
10:20:00,122,85
10:30:00,100,97
10:40:00,100,91
10:50:00,147,100
11:00:00,102,99
11:10:00,122,98
11:20:00,158,98
11:30:00,168,98
11:40:00,161,93
11:50:00,149,95
12:00:00,127,86
12:10:00,143,96
12:20:00,160,92
12:30:00,127,96
12:40:00,112,94
